tab	specimens
contribution_id	row_id	specimen	sample	experiments	volume	weight	igsn	igsn_parent	synthetic_alternatives	result_quality	method_codes	citations	meas_temp	meas_orient_theta	meas_orient_phi	azimuth	dip	critical_temp_type	critical_temp_mineral	critical_temp	critical_temp_low	critical_temp_high	hyst_loop	hyst_ms_mass	hyst_mr_mass	hyst_bcr	hyst_bc	hyst_xhf	mineral_type	description	hyst_bc_offset	instrument_codes	rem_hirm_mass	rem_sratio	rem_sratio_forward	rem_sratio_back	aniso_type	aniso_s	aniso_s_n_measurements	aniso_l	aniso_f	aniso_p	aniso_t
		siderite (Dyar) E48 Moss	siderite (Dyar) E48			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite (Dyar) Hyde Moss	siderite (Dyar) Hyde			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite_Dalizi-YP-01	siderite_Dalizi-YP		4.00000005960464E-7	0.00118700003623962			siderite_Dalizi-YP	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_Roman-01	siderite_Roman		1.00000001490116E-7	0.000143900007009506			siderite_Roman	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_unk-01	siderite_unk		1.00000001490116E-7	0.000100000001490116			siderite_unk	g	LP-MASS:LP-VOL	This Study																	siderite	mass unknown; arbitrary value of 100 mg used													
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-EYE:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		34.13										by eye		IRM-BigRed											
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-1DMAX:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		33.19										1st derivative minimum FC, remanence		IRM-BigRed											
		siderite_unk-01	siderite_unk						siderite_unk		SM-1DMAX:LP-FC:LP-ZFC:LP-CW-SIRM:LP-MC:LP-CW-SIRM:LP-MC	This Study						Neel		38.06										1st derivative minimum FC, remanence		IRM-OldBlue											
>>>>>>>>>>
tab	samples
sample	site	azimuth	dip	lat	lon	height	description	citations
siderite (Dyar) E48	RMB siderite (FeCO3)		90				Siderite E48. Sample courtesy of David Turner.	This study
siderite (Dyar) Hyde	RMB siderite (FeCO3)		90				Brendt Hyde Siderite	This study
>>>>>>>>>>
tab	sites
site	location	lat	lon	elevation	description	citations
RMB siderite (FeCO3)	RMB carbonates		0			This study
>>>>>>>>>>
tab	locations
location	lat_s	lon_w	lat_n	lon_e	description	citations
RMB carbonates						This study
>>>>>>>>>>
tab	measurements
contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		siderite_unk-01-LP-FC-DC-9821-0-24	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										51.44933							0																							0.9877836					0.002794616												2005-07-14T10:42:29.190-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-25	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										53.52465							0																							0.9874442					0.002784827												2005-07-14T10:42:54.450-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-26	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										55.5815							0																							0.9873657					0.002772737												2005-07-14T10:43:19.010-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-27	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										57.53331							0																							0.9877104					0.002761919												2005-07-14T10:43:42.180-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-28	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										59.59235							0																							0.9876837					0.002751014												2005-07-14T10:44:07.070-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-29	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										61.60979							0																							0.9876035					0.002739933												2005-07-14T10:44:30.520-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-30	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										63.58035							0																							0.9875603					0.002727865												2005-07-14T10:44:55.070-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-31	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										65.59343							0																							0.9872784					0.002717842												2005-07-14T10:45:19.130-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-32	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										68.33163							0																							0.9873517					0.00270337												2005-07-14T10:45:51.480-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-33	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										69.56168							0																							0.9873914					0.002694316												2005-07-14T10:46:06.140-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-34	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										71.54964							0																							0.9872276					0.002685576												2005-07-14T10:46:29.710-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-35	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										73.57286							0																							0.9872037					0.002673747												2005-07-14T10:46:53.710-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-36	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										75.55749							0																							0.9869471					0.002662898												2005-07-14T10:47:17.930-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-37	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										77.50761							0																							0.98682					0.00265081												2005-07-14T10:47:41.490-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-38	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										79.54778							0																							0.986894					0.002638368												2005-07-14T10:48:05.940-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-39	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										81.5323							0																							0.986796					0.002626618												2005-07-14T10:48:29.330-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-40	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										83.53354							0																							0.9869345					0.002613954												2005-07-14T10:48:53.560-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-41	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										85.51756							0																							0.9871012					0.0025998												2005-07-14T10:49:17.120-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-42	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										88.54393							0																							0.9871243					0.002578376												2005-07-14T10:49:52.660-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-43	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										89.55833							0																							0.9874446					0.002572483												2005-07-14T10:50:05.010-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-44	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										91.55763							0																							0.9874238					0.002556066												2005-07-14T10:50:28.740-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-45	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										93.63078							0																							0.9874455					0.002541852												2005-07-14T10:50:53.130-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-46	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										95.55426							0																							0.9876326					0.002524527												2005-07-14T10:51:17.460-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-47	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										97.58926							0																							0.9874921					0.002508228												2005-07-14T10:51:40.860-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-48	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										99.46981							0																							0.9872298					0.002492361												2005-07-14T10:52:03.870-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-49	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										101.591							0																							0.9873755					0.002472225												2005-07-14T10:52:28.260-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-50	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										103.4933							0																							0.9874123					0.002452651												2005-07-14T10:52:51.820-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-51	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										105.5119							0																							0.9874014					0.002429988												2005-07-14T10:53:16.050-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-52	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										108.4867							0																							0.9873168					0.002395288												2005-07-14T10:53:50.480-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-53	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										109.5233							0																							0.9873949					0.002381669												2005-07-14T10:54:03.390-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-54	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										111.6101							0																							0.9871988					0.002353029												2005-07-14T10:54:27.720-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-55	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										113.5531							0																							0.9872062					0.002323301												2005-07-14T10:54:51.290-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-56	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										115.5726							0																							0.9869034					0.002289868												2005-07-14T10:55:15.510-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-57	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										117.5425							0																							0.9865929					0.002249221												2005-07-14T10:55:39.680-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-58	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										119.55							0																							0.986473					0.002198448												2005-07-14T10:56:03.290-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-59	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										121.5481							0																							0.9870809					0.002086182												2005-07-14T10:56:27.300-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-60	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										125.6664							0																							0.9770868					0.0002617531												2005-07-14T10:57:16.290-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-61	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										126.7128							0																							0.9795765					0.0002081608												2005-07-14T10:57:28.480-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-62	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										127.7163							0																							0.9824014					0.0001837862												2005-07-14T10:57:41.450-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-63	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										131.4709							0																							0.9824954					0.000158784												2005-07-14T10:58:25.940-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-64	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										132.5841							0																							0.9846498					0.0001564418												2005-07-14T10:58:39.390-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-65	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										133.6254							0																							0.9820475					0.0001538791												2005-07-14T10:58:51.530-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-66	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										135.5985							0																							0.9818336					0.0001503598												2005-07-14T10:59:14.760-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-67	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										137.5795							0																							0.9820294					0.0001477639												2005-07-14T10:59:38.660-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-68	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										139.5284							0																							0.9825944					0.0001453429												2005-07-14T11:00:02.550-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-69	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										141.5464							0																							0.9804657					0.0001411088												2005-07-14T11:00:25.730-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-70	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										143.5562							0																							0.980889					0.0001391842												2005-07-14T11:00:50.060-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-71	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										145.4694							0																							0.983727					0.000136403												2005-07-14T11:01:14.120-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-72	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										147.5565							0																							0.9812368					0.0001331137												2005-07-14T11:01:38.610-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-73	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										150.4763							0																							0.9825626					0.00012835												2005-07-14T11:02:12.670-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-74	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										151.5624							0																							0.9820833					0.0001278325												2005-07-14T11:02:25.250-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-75	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										153.5377							0																							0.9823074					0.0001252651												2005-07-14T11:02:49.960-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-76	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										155.589							0																							0.9811445					0.0001229692												2005-07-14T11:03:14.350-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-77	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										157.5511							0																							0.979369					0.0001202109												2005-07-14T11:03:37.470-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-78	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										159.6293							0																							0.9786849					0.0001177901												2005-07-14T11:04:02.410-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-79	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										161.6246							0																							0.9775406					0.0001158993												2005-07-14T11:04:25.970-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-80	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										163.527							0																							0.9804631					0.0001131117												2005-07-14T11:04:49.640-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-81	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										165.5782							0																							0.9806631					0.0001113495												2005-07-14T11:05:13.700-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-82	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										167.47							0																							0.9809639					0.0001091872												2005-07-14T11:05:36.440-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-83	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										170.4936							0																							0.9836994					0.0001050503												2005-07-14T11:06:13.130-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-84	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										171.6284							0																							0.978709					0.0001043312												2005-07-14T11:06:26.970-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-85	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										173.5449							0																							0.9817627					0.0001025262												2005-07-14T11:06:49.220-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-86	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										175.5757							0																							0.9808414					0.0001004777												2005-07-14T11:07:14.100-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-87	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										177.4809							0																							0.9802059					9.805823E-5												2005-07-14T11:07:36.560-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-88	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										179.5728							0																							0.9817606					9.611397E-5												2005-07-14T11:08:01.220-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-89	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										181.5757							0																							0.9669038					9.642011E-5												2005-07-14T11:08:25.610-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-90	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										183.6107							0																							0.9813058					9.215818E-5												2005-07-14T11:08:49.940-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-91	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										185.5542							0																							0.9784776					9.044878E-5												2005-07-14T11:09:13.340-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-92	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										187.55							0																							0.9790547					8.810043E-5												2005-07-14T11:09:37.450-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-93	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										190.5446							0																							0.9200382					8.229846E-5												2005-07-14T11:10:13.160-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-94	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										191.6048							0																							0.9710448					8.393739E-5												2005-07-14T11:10:26.010-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-95	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										193.4832							0																							0.9790838					8.279088E-5												2005-07-14T11:10:49.520-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-96	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										195.5082							0																							0.975718					8.078657E-5												2005-07-14T11:11:12.090-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-97	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										197.5238							0																							0.9766803					7.916486E-5												2005-07-14T11:11:36.090-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-98	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										199.5638							0																							0.9781773					7.740591E-5												2005-07-14T11:12:01.190-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-99	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										201.4904							0																							0.9743367					7.598588E-5												2005-07-14T11:12:23.660-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-100	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										203.5724							0																							0.9753151					7.399777E-5												2005-07-14T11:12:48.650-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-101	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										205.5304							0																							0.9804568					7.231154E-5												2005-07-14T11:13:12.380-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-102	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										207.5592							0																							0.9793776					7.06565E-5												2005-07-14T11:13:36.980-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-103	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										210.5206							0																							0.9780006					6.855916E-5												2005-07-14T11:14:12.190-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-104	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										211.6378							0																							0.9801489					6.835932E-5												2005-07-14T11:14:26.360-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-105	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										213.5743							0																							0.9745018					6.67143E-5												2005-07-14T11:14:48.720-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-106	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										215.6032							0																							0.9756687					6.580482E-5												2005-07-14T11:15:13.540-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-107	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										217.6089							0																							0.971214					6.433047E-5												2005-07-14T11:15:37.600-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-108	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										219.5723							0																							0.970781					6.308626E-5												2005-07-14T11:16:00.780-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-109	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										221.6129							0																							0.9718544					6.155533E-5												2005-07-14T11:16:25.500-05:00					
